question,answer,category,sub_category
Q: How do I sign up for AWS Elastic Beanstalk?,"To sign up for AWS Elastic Beanstalk, choose the Sign Up Now button on the Elastic Beanstalk detail page. You must have an Amazon Web Services account to access this service; if you do not already have one, you will be prompted to create one when you begin the Elastic Beanstalk process. After signing up, please refer to the AWS Elastic Beanstalk Getting Started Guide.",Elastic Beanstalk, Getting started
Q: Why am I asked to verify my phone number when signing up for AWS Elastic Beanstalk?,AWS Elastic Beanstalk registration requires you to have a valid phone number and email address on file with AWS in case we ever need to contact you. Verifying your phone number takes only a few minutes and involves receiving an automated phone call during the registration process and entering a PIN number using the phone key pad.,Elastic Beanstalk, Getting started
Q: How do I get started after I have signed up?,"The best way to get started with AWS Elastic Beanstalk is to work through the AWS Elastic Beanstalk Getting Started Guide, part of our technical documentation. Within a few minutes, you will be able to deploy and use a sample application or upload your own application.",Elastic Beanstalk, Getting started
Q: Is there a sample application that I can use to check out AWS Elastic Beanstalk?,Yes. AWS Elastic Beanstalk includes a sample application that you can use to test drive the offering and explore its functionality.,Elastic Beanstalk, Getting started
Q: Does AWS Elastic Beanstalk store anything in Amazon S3?,"Yes. AWS Elastic Beanstalk stores your application files and, optionally, server log files in Amazon S3. If you are using the AWS Management Console, the AWS Toolkit for Visual Studio, or AWS Toolkit for Eclipse, an Amazon S3 bucket will be created in your account for you and the files you upload will be automatically copied from your local client to Amazon S3. Optionally, you may configure Elastic Beanstalk to copy your server log files every hour to Amazon S3. You do this by editing the environment configuration settings.",Elastic Beanstalk, Databases and storage
"Q: Can I use Amazon S3 to store application data, like images?","Yes. You can use Amazon S3 for application storage. The easiest way to do this is by including the AWS SDK as part of your application’s deployable file. For example, you can include the AWS SDK for Java as part of your application's WAR file.",Elastic Beanstalk, Databases and storage
Q: What database solutions can I use with AWS Elastic Beanstalk?,"AWS Elastic Beanstalk does not restrict you to any specific data persistence technology. You can choose to use Amazon Relational Database Service (Amazon RDS) or Amazon DynamoDB, or use Microsoft SQL Server, Oracle, or other relational databases running on Amazon EC2.",Elastic Beanstalk, Databases and storage
Q: How do I set up a database for use with AWS Elastic Beanstalk?,"Elastic Beanstalk can automatically provision an Amazon RDS DB instance. The information about connectivity to the DB instance is exposed to your application by environment variables. To learn more about how to configure RDS DB instances for your environment, see the Elastic Beanstalk Developer Guide.",Elastic Beanstalk, Databases and storage
Q: Does this mean I need to modify the application code when moving from test to production?,"Not with AWS Elastic Beanstalk. With Elastic Beanstalk, you can specify the connection information in the environment configuration. By extracting the connection string from the application code, you can easily configure different Elastic Beanstalk environments to use different databases.",Elastic Beanstalk, Databases and storage
Q: How do I make my application private?,"By default, your application is available publicly at myapp.elasticbeanstalk.com for anyone to access. You can use Amazon VPC to provision a private, isolated section of your application in a virtual network that you define. This virtual network can be made private through specific security group rules, network ACLs, and custom route tables. You can also easily control what other incoming traffic, such as SSH, is delivered or not to your application servers by changing the EC2 security group settings.",Elastic Beanstalk, Security
Q: Can I run my application inside a Virtual Private Cloud (VPC)?,"Yes, you can run your applications in a VPC. For more details, see the AWS Elastic Beanstalk Developer Guide.",Elastic Beanstalk, Security
Q: Where can I find more information about security and running applications on AWS?,"For more information about security on AWS, please refer to our Amazon Web Services: Overview of Security Processes document and visit our Security Center.",Elastic Beanstalk, Security
Q: Is it possible to use Identity & Access Management (IAM) with AWS Elastic Beanstalk?,Yes. IAM users with the appropriate permissions can now interact with AWS Elastic Beanstalk.,Elastic Beanstalk, Security
Q: Why should I use IAM with AWS Elastic Beanstalk?,"IAM allows you to manage users and groups in a centralized manner. You can control which IAM users have access to AWS Elastic Beanstalk, and limit permissions to read-only access to Elastic Beanstalk for operators who should not be able to perform actions against Elastic Beanstalk resources. All user activity within your account will be aggregated under a single AWS bill.",Elastic Beanstalk, Security
Q: How do I create IAM users?,"You can use the IAM console, IAM command line interface (CLI), or IAM API to provision IAM users. By default, IAM users have no access to AWS services until permissions are granted.",Elastic Beanstalk, Security
Q: How do I grant an IAM user access to AWS Elastic Beanstalk?,"You can grant IAM users access to services by using policies. To simplify the process of granting access to AWS Elastic Beanstalk, you can use one of the policy templates in the IAM console to help you get started. Elastic Beanstalk offers two templates: a read-only access template and a full-access template. The read-only template grants read access to Elastic Beanstalk resources. The full-access template grants full access to all Elastic Beanstalk operations, as well as permissions to manage dependent resources, such as Elastic Load Balancing, Auto Scaling, and Amazon S3. You can also use the AWS Policy Generator to create custom policies. For more details, see the AWS Elastic Beanstalk Developer Guide.",Elastic Beanstalk, Security
Q: Can I restrict access to specific AWS Elastic Beanstalk resources?,"Yes. You can allow or deny permissions to specific AWS Elastic Beanstalk resources, such as applications, application versions, and environments.",Elastic Beanstalk, Security
Q: Who gets billed for the AWS resources that an IAM user creates?,All resources created by IAM users under a root account are owned and billed to the root account.,Elastic Beanstalk, Security
Q: Who has access to an AWS Elastic Beanstalk environment launched by an IAM user?,"The root account has full access to all AWS Elastic Beanstalk environments launched by any IAM user under that account. If you use the Elastic Beanstalk template to grant read-only access to an IAM user, that user will be able to view all applications, application versions, environments, and any associated resources in that account. If you use the Elastic Beanstalk template to grant full access to an IAM user, that user will be able to create, modify, and terminate any Elastic Beanstalk resources under that account.",Elastic Beanstalk, Security
Q: Can an IAM user access the AWS Elastic Beanstalk console?,Yes. An IAM user can access the AWS Elastic Beanstalk console using their username and password.,Elastic Beanstalk, Security
Q: Can an IAM user call the AWS Elastic Beanstalk API?,Yes. An IAM user can use their access key and secret key to perform operations using the Elastic Beanstalk API.,Elastic Beanstalk, Security
Q: Can an IAM user use the AWS Elastic Beanstalk command line interface?,Yes. An IAM user can use their access key and secret key to perform operations using the AWS Elastic Beanstalk command line interface (CLI).,Elastic Beanstalk, Security
Q: How can I keep the underlying platform of the environment running my application automatically up-to-date?,"You can opt-in to having your AWS Elastic Beanstalk environments automatically updated to the latest version of the underlying platform running your application during a specified maintenance window. Elastic Beanstalk regularly releases new versions of supported platforms (Java, PHP, Ruby, Node.js, Python, .NET, Go, and Docker) with operating system, web and application server, and language and framework updates.",Elastic Beanstalk, Managed platform updates
Q: How can I get started with managed platform updates?,"To let Elastic Beanstalk automatically manage your platform updates, you must enable managed platform updates in the Configuration tab of the Elastic Beanstalk console or use the EB CLI or API. After you have enabled the feature, you can configure which types of updates to allow and when updates can occur.",Elastic Beanstalk, Managed platform updates
Q: What kinds of platform version updates will managed platform updates apply?,"AWS Elastic Beanstalk can automatically perform platform updates for new patch and minor platform versions. Elastic Beanstalk will not automatically perform major platform version updates (e.g., Java 7 Tomcat 7 to Java 8 Tomcat 8) because they include backwards incompatible changes and require additional testing. In these cases, you must manually initiate the update.",Elastic Beanstalk, Managed platform updates
"Q: How does AWS Elastic Beanstalk distinguish between “major,” “minor,” and “patch” version releases?","AWS Elastic Beanstalk platforms are versioned using this pattern: MAJOR.MINOR.PATCH (e.g., 2.0.0). Each portion is incremented as follows:",Elastic Beanstalk, Managed platform updates
Q: When and how can I perform major version updates?,"You can perform major version updates at any time using the AWS Elastic Beanstalk management console, API, or CLI. You have the following options to perform a major version update:",Elastic Beanstalk, Managed platform updates
Q: How does Elastic Beanstalk apply managed platform updates?,"The updates are applied using an immutable deployment mechanism that ensures that no changes are made to the existing environment until a parallel fleet of Amazon EC2 instances, with the updates installed, is ready to be swapped with the existing instances, which are then terminated. In addition, if the Elastic Beanstalk health system detects any issues during the update, traffic is redirected to the existing fleet of instances, ensuring minimal impact to end users of your application.",Elastic Beanstalk, Managed platform updates
Q: Will my application be available during the maintenance windows?,"Since managed platform updates use an immutable deployment mechanism to perform the updates, your application will be available during the maintenance window and consumers of your application will not be impacted by the update.",Elastic Beanstalk, Managed platform updates
Q: What does it cost to use managed platform updates?,There is no additional charge for the managed platform updates feature. You simply pay for the additional EC2 instances necessary to perform the update for the duration of the update.,Elastic Beanstalk, Managed platform updates
Q: What is a maintenance window?,"A maintenance window is a weekly two-hour-long time slot during which AWS Elastic Beanstalk will initiate platform updates if managed platform updates is enabled and a new version of the platform is available. For example, if you select a maintenance window that begins every Sunday at 2 AM, AWS Elastic Beanstalk will initiate the platform update sometime between 2-4 AM every Sunday. It is important to note that, depending on the configuration of your applications, updates could complete outside of the maintenance window.",Elastic Beanstalk, Managed platform updates
Q: How will I be notified of the availability of new platform versions?,"You will be notified about the availability of new platform versions through the AWS Management Console, forum announcements, and release notes.",Elastic Beanstalk, Managed platform updates
Q: Where can I find details of changes between platform versions?,Details on changes between platform versions can be found on the AWS Elastic Beanstalk Release Notes page.,Elastic Beanstalk, Managed platform updates
Q: What operations can I perform on the environment while a managed update is in progress?,The only action available to you while a managed platform update is in-progress is ‘abort’. This will allow you to stop the update immediately and roll back to the previous version.,Elastic Beanstalk, Managed platform updates
Q: Which platform version will my environment be updated to if there are multiple new versions released in between maintenance windows?,Your environment will always be updated to the latest version available based on the level (minor plus patch or patch only) you have selected.,Elastic Beanstalk, Managed platform updates
Q: Where can I find details of all the managed platform updates that have been performed on my environment?,Details for every managed platform update are available on the events page and are tagged with an event type of “MAINTENANCE.”,Elastic Beanstalk, Managed platform updates
Q: How often are platform version updates released?,"The number of version releases in a given year varies based on the frequency and content of releases and patches from the language/framework’s vendor or core team, and the outcome of a thorough vetting of these releases and patches by our platform engineering team.",Elastic Beanstalk, Managed platform updates
Q: How do I deploy a new workload with the Graviton processor from the Elastic Beanstalk console?,"To deploy your application with arm64-based processors on the Elastic Beanstalk console, you can select processor architecture and instance type from capacity tab in Configure more options settings.",Elastic Beanstalk, AWS Graviton support
"Q: How do I deploy a new workload with the Graviton processor from the AWS CLI, Elastic Beanstalk CLI, or infrastructure as code services?","To deploy your application using the Elastic Beanstalk CLI, AWS CLI, CFN, or AWS CDK, refer to [Elastic Beanstalk Developer Guide.](https://web.archive.org/web/20240727090637/https://docs.aws.amazon.com/elasticbeanstalk/latest/dg/using-features.managing.ec2.html)",Elastic Beanstalk, AWS Graviton support
Q: Do I need to recompile my workload before migrating to Graviton?,"If your workload is on an interpreted programming language such as Node.js, Python, Tomcat, PHP, or Ruby, you do not need to recompile your workload to use Graviton. If you are using Go or .Net Core for your workload, you need to update the build command for the arm64 instance type. You also need to recompile binary dependencies or use an arm64 compatible release of binary dependencies. If you are using Docker, your Docker image must be multi-architecture and support deploying to both x86 and arm64.",Elastic Beanstalk, AWS Graviton support
Q: Which platform branches are supported by Graviton on Elastic Beanstalk?,Elastic Beanstalk supports Graviton on 64bit Amazon Linux 2 for a variety of platform and branches. See the [documentation](https://web.archive.org/web/20240727090637/https://docs.aws.amazon.com/elasticbeanstalk/latest/dg/Welcome.html) for a full list.,Elastic Beanstalk, AWS Graviton support
Q: What are the use cases where I can use the Graviton processor?,"You can easily transition your workload to Graviton and take advantage of performance and cost benefits in the following use cases: Linux-based workloads built primarily on open-source technologies; containerized and microservices-based applications such as Docker and MC Docker; applications written in portable programming languages such as Java, Python, .NET Core, node.js, and PHP; Compiled C/C++, Rust, or Go applications; .NET Core (v3.1+) workloads running on Linux; multi-threaded workloads;non-uniform memory access (NUMA) sensitive workloads; and arm64-native software development and testing.",Elastic Beanstalk, AWS Graviton support
Q: How much does AWS Elastic Beanstalk cost?,There is no additional charge for AWS Elastic Beanstalk–you pay only for the AWS resources actually used to store and run your application.,Elastic Beanstalk, Billing
Q: How much do the AWS resources powering my application on AWS Elastic Beanstalk cost?,"You pay only for what you use, and there is no minimum fee for the use of any AWS resources. For Amazon EC2 pricing information, please visit the pricing section on the EC2 detail page. For Amazon S3 pricing information, please visit the pricing section on the S3 detail page. You can use the AWS simple calculator to estimate your bill for different application sizes.",Elastic Beanstalk, Billing
Q: How do I check how many AWS resources have been used by my application and access my bill?,You can view your charges for the current billing period at any time on the Amazon Web Services web site by logging into your Amazon Web Services account and choosing Account Activity under Your Web Services Account.,Elastic Beanstalk, Billing
Q: Does AWS Support cover AWS Elastic Beanstalk?,"Yes. AWS Support covers issues related to your use of AWS Elastic Beanstalk. For further details and pricing, see the AWS Support page.",Elastic Beanstalk, Support
Q: What other support options are available?,You can tap into the breadth of existing AWS community knowledge to help you with your development through the AWS Elastic Beanstalk discussion forum.,Elastic Beanstalk, Support
